c,trun,f,value,scenario
qat,2026,NG,539.3965835029023,D
qat,2027,NG,556.6735326434391,D
qat,2028,NG,574.4598488104986,D
qat,2029,NG,595.2997588761549,D
qat,2030,NG,616.116132974648,D
kuw,2015,HFO,157.6,D
kuw,2015,diesel,53.353594845090825,D
kuw,2015,NG,400.0,D
kuw,2015,Arablight,27.15,D
kuw,2016,HFO,163.904,D
kuw,2016,diesel,43.67911755329341,D
kuw,2016,NG,440.00000000000006,D
kuw,2016,Arablight,28.236,D
kuw,2017,HFO,157.6,D
kuw,2017,diesel,45.42430036762357,D
kuw,2017,NG,480.0,D
kuw,2017,Arablight,27.15,D
kuw,2018,HFO,160.752,D
kuw,2018,diesel,78.69164679307652,D
kuw,2018,NG,480.0,D
kuw,2018,Arablight,27.692999999999998,D
kuw,2019,HFO,152.49684752395507,D
kuw,2019,NG,520.0,D
kuw,2020,HFO,165.48,D
kuw,2020,diesel,3.9015806680622336,D
kuw,2020,NG,520.0,D
kuw,2020,Arablight,28.5075,D
kuw,2021,HFO,25.280267124901727,D
kuw,2021,NG,560.0,D
kuw,2022,HFO,50.94607950918614,D
kuw,2022,NG,560.0,D
kuw,2023,HFO,49.34406750718046,D
kuw,2023,NG,600.0,D
kuw,2024,HFO,44.495041750334316,D
kuw,2024,NG,640.0,D
kuw,2025,NG,640.0,D
kuw,2026,NG,678.3979871917929,D
kuw,2027,NG,680.0,D
kuw,2028,NG,720.0,D
kuw,2029,NG,720.0,D
kuw,2030,NG,760.0,D
bah,2015,NG,128.72424337809395,D
bah,2016,NG,137.30862359009438,D
bah,2017,NG,143.03452190963108,D
bah,2018,NG,148.76042022916786,D
bah,2019,NG,109.07747226906238,D
bah,2020,NG,113.49624320698237,D
bah,2021,NG,120.63973343518761,D
bah,2022,NG,127.79092777832999,D
bah,2023,NG,136.4415543961075,D
bah,2024,NG,151.06176783079,D
bah,2025,NG,162.80845731119751,D
bah,2026,NG,199.13563356418678,D
bah,2027,NG,196.46887307155205,D
bah,2028,NG,244.3280311161875,D
bah,2029,NG,261.4138103932853,D
bah,2030,NG,268.4683874885622,D
omn,2015,NG,281.7467875703302,D
omn,2016,NG,299.50930375081975,D
omn,2017,NG,308.74528164247124,D
omn,2018,NG,320.5869590961301,D
omn,2019,NG,362.6940764024862,D
omn,2020,NG,314.5008113904341,D
omn,2021,NG,295.84761785255284,D
omn,2022,NG,303.00165420930614,D
omn,2023,NG,330.54727605178425,D
omn,2024,NG,353.78870823758376,D
omn,2025,NG,372.96598311826347,D
omn,2026,NG,387.4384027639003,D
omn,2027,NG,405.7817374115397,D
omn,2028,NG,426.10202008550004,D
omn,2029,NG,437.3239950108409,D
omn,2030,NG,455.87688377237265,D
ksa,2015,HFO,390.5919,E
ksa,2015,diesel,451.5337242,E
ksa,2015,NG,1250.51076156,E
ksa,2015,Arablight,1447.5689306011434,E
ksa,2016,HFO,624.94704,E
ksa,2016,diesel,397.349677296,E
ksa,2016,NG,1375.561837716,E
ksa,2016,Arablight,1363.2265429306306,E
ksa,2017,HFO,898.3613699999999,E
ksa,2017,diesel,370.25765384400006,E
ksa,2017,NG,1451.7552292015348,E
ksa,2017,Arablight,937.1815838218831,E
ksa,2018,HFO,1015.5389399999999,E
ksa,2018,diesel,343.165630392,E
ksa,2018,NG,1550.7823877634507,E
ksa,2018,Arablight,834.0287851626106,E
ksa,2019,NG,2455.2552029548956,E
ksa,2019,Arablight,1188.780776408316,E
ksa,2020,NG,2750.90747700645,E
ksa,2020,Arablight,892.9203521744091,E
ksa,2021,NG,3035.078028667047,E
ksa,2022,NG,3104.091817926019,E
ksa,2023,NG,3262.4710590484633,E
ksa,2024,NG,3448.764417267662,E
ksa,2025,NG,3631.4407489243376,E
ksa,2026,NG,3818.7368806090917,E
ksa,2027,NG,3999.032636104057,E
ksa,2028,NG,4222.178462540223,E
ksa,2029,NG,4407.99484745356,E
ksa,2030,NG,4615.634902909686,E
uae,2015,NG,1137.5190043479602,E
uae,2016,NG,1183.7434571153142,E
uae,2017,NG,1245.5594567236342,E
uae,2018,NG,1301.6718033038892,E
uae,2019,NG,1316.413510501628,E
uae,2020,NG,1376.7500454321814,E
uae,2021,NG,704.0055008365514,E
uae,2022,NG,565.8185565885722,E
uae,2022,Coal,120.94433307276508,E
uae,2023,NG,685.70551373228,E
uae,2023,Coal,50.47494968540547,E
uae,2024,NG,652.4183563453726,E
uae,2024,Coal,119.49812125304311,E
uae,2025,NG,710.2869012463801,E
uae,2025,Coal,117.36305823449223,E
uae,2026,NG,757.2367055846178,E
uae,2026,Coal,118.78789424228434,E
uae,2027,NG,810.4291999752934,E
uae,2027,Coal,119.57731802358018,E
uae,2028,NG,868.8817101071027,E
uae,2028,Coal,117.8121659573647,E
uae,2029,NG,933.1960207177281,E
uae,2029,Coal,115.43913326111567,E
uae,2030,NG,991.5772404444173,E
uae,2030,Coal,114.59382569438986,E
qat,2015,NG,351.1149814105679,E
qat,2016,NG,376.7647288962918,E
qat,2017,NG,383.9953291320822,E
qat,2018,NG,411.1187483676706,E
qat,2019,NG,387.08969386972774,E
qat,2020,NG,403.56964304370524,E
qat,2021,NG,287.09375235134974,E
qat,2022,NG,295.40004505557783,E
qat,2023,NG,319.49236148156456,E
qat,2024,NG,344.09218115284796,E
qat,2025,NG,364.1485296045537,E
qat,2026,NG,384.2191923650929,E
qat,2027,NG,407.1597238585599,E
qat,2028,NG,430.39457098784544,E
qat,2029,NG,456.39746757166563,E
qat,2030,NG,482.3884999868262,E
kuw,2015,HFO,157.6,E
kuw,2015,diesel,53.353594845090825,E
kuw,2015,NG,400.0,E
kuw,2015,Arablight,27.15,E
kuw,2016,HFO,163.904,E
kuw,2016,diesel,43.67911755329341,E
kuw,2016,NG,440.00000000000006,E
kuw,2016,Arablight,28.236,E
kuw,2017,HFO,157.6,E
kuw,2017,diesel,45.42430036762357,E
kuw,2017,NG,480.0,E
kuw,2017,Arablight,27.15,E
kuw,2018,HFO,160.752,E
kuw,2018,diesel,78.69164679307652,E
kuw,2018,NG,480.0,E
kuw,2018,Arablight,27.692999999999998,E
kuw,2019,NG,757.4138464387755,E
kuw,2020,NG,790.3073327423892,E
kuw,2021,NG,487.25746200000026,E
kuw,2022,NG,405.57721949294717,E
kuw,2023,NG,235.59376890167223,E
kuw,2023,Coal,270.3590257753161,E
kuw,2024,NG,237.76913401330216,E
kuw,2024,Coal,310.8512199001221,E
kuw,2025,NG,239.93620864497456,E
kuw,2025,Coal,351.33474324850465,E
kuw,2026,NG,241.9573475998949,E
kuw,2026,Coal,391.99763210204253,E
kuw,2027,NG,244.28055542197023,E
kuw,2027,Coal,438.8340938535108,E
kuw,2028,NG,246.59569551410667,E
kuw,2028,Coal,486.0197863058706,E
kuw,2029,NG,249.081176196417,E
kuw,2029,Coal,539.6374817391011,E
kuw,2030,NG,253.46471915982434,E
kuw,2030,Coal,590.8451806050952,E
bah,2015,NG,128.72424337809395,E
bah,2016,NG,137.30862359009438,E
bah,2017,NG,143.03452190963108,E
bah,2018,NG,148.76042022916786,E
bah,2019,NG,155.98122756868833,E
bah,2020,NG,161.81017369184443,E
bah,2021,NG,169.16946819425706,E
bah,2022,NG,162.2699032110249,E
bah,2023,NG,168.28689955307237,E
bah,2024,NG,172.91199410503162,E
bah,2025,NG,177.80473818942843,E
bah,2026,NG,182.97173793574714,E
bah,2027,NG,188.72681545648842,E
bah,2028,NG,196.67671544141902,E
bah,2029,NG,202.8852503157679,E
bah,2030,NG,210.82091025443415,E
omn,2015,NG,281.7467875703302,E
omn,2016,NG,299.50930375081975,E
omn,2017,NG,308.74528164247124,E
omn,2018,NG,320.5869590961301,E
omn,2019,NG,335.16514606645524,E
omn,2020,NG,290.4944583210708,E
omn,2021,NG,209.3050236921036,E
omn,2022,NG,200.42963292423636,E
omn,2023,NG,45.55633468990639,E
omn,2023,Coal,234.46397753990308,E
omn,2024,NG,47.615308648793174,E
omn,2024,Coal,247.19095875545403,E
omn,2025,NG,50.06849942080439,E
omn,2025,Coal,262.3061988512882,E
omn,2026,NG,52.1259662993108,E
omn,2026,Coal,275.0467901146636,E
omn,2027,NG,51.83838051113781,E
omn,2027,Coal,294.10199340149103,E
omn,2028,NG,51.65096074492807,E
omn,2028,Coal,315.94022168399584,E
omn,2029,NG,51.465560030378214,E
omn,2029,Coal,334.82958412691227,E
omn,2030,NG,52.10606521509241,E
omn,2030,Coal,355.453937590024,E
ksa,2015,HFO,390.5919,F
ksa,2015,diesel,451.5337242,F
ksa,2015,NG,1250.51076156,F
ksa,2015,Arablight,1447.5689306011434,F
ksa,2016,HFO,624.94704,F
ksa,2016,diesel,397.349677296,F
ksa,2016,NG,1375.561837716,F
ksa,2016,Arablight,1363.2265429306306,F
ksa,2017,HFO,898.3613699999999,F
ksa,2017,diesel,370.25765384400006,F
ksa,2017,NG,1451.7552292015348,F
ksa,2017,Arablight,937.1815838218831,F
ksa,2018,HFO,1015.5389399999999,F
ksa,2018,diesel,343.165630392,F
ksa,2018,NG,1550.7823877634507,F
ksa,2018,Arablight,834.0287851626106,F
ksa,2019,NG,2455.1398521071524,F
ksa,2019,Arablight,1188.9036539695894,F
ksa,2020,NG,2750.925947706068,F
ksa,2020,Arablight,892.9097872514888,F
ksa,2021,NG,3035.1222255828675,F
ksa,2022,NG,3103.603160093604,F
ksa,2023,NG,3266.8568982476313,F
ksa,2024,NG,3475.0601732724617,F
ksa,2025,NG,3643.554544335039,F
ksa,2026,NG,3818.9338155489177,F
ksa,2027,NG,3999.3077559583476,F
ksa,2028,NG,4220.726764131254,F
ksa,2029,NG,4413.251592705648,F
ksa,2030,NG,4614.086922586299,F
uae,2015,NG,1137.5190043479602,F
uae,2016,NG,1183.7434571153142,F
uae,2017,NG,1245.5594567236342,F
uae,2018,NG,1301.6718033038892,F
uae,2019,NG,1316.4135105019673,F
uae,2020,NG,1376.7500454321762,F
uae,2021,NG,683.4419277471362,F
uae,2022,NG,606.7805516535466,F
uae,2022,Coal,52.353270647121235,F
uae,2023,NG,663.3817183740525,F
uae,2023,Coal,24.590165216508996,F
uae,2024,NG,684.0174310647706,F
uae,2024,Coal,47.09014311121195,F
uae,2025,NG,725.4251264786349,F
uae,2025,Coal,45.70225739655925,F
uae,2026,NG,763.0023420626026,F
uae,2026,Coal,41.45031331258569,F
uae,2027,NG,803.901595489846,F
uae,2027,Coal,40.27834637103338,F
uae,2028,NG,852.5712074532446,F
uae,2028,Coal,30.126896912870457,F
uae,2029,NG,917.8651361608942,F
uae,2029,Coal,1.3654497258218865,F
uae,2030,NG,959.1864005633186,F
uae,2030,Coal,1.4249954692287434,F
qat,2015,NG,351.1149814105679,F
qat,2016,NG,376.7647288962918,F
qat,2017,NG,383.9953291320822,F
qat,2018,NG,411.1187483676706,F
qat,2019,NG,387.08969386972785,F
qat,2020,NG,403.56964304402163,F
qat,2021,NG,226.84588753608972,F
qat,2022,NG,238.17141221757413,F
qat,2023,NG,261.7316002531506,F
qat,2024,NG,269.78020809000407,F
qat,2025,NG,285.76262289995094,F
qat,2026,NG,302.34209291489975,F
qat,2027,NG,324.20600763684206,F
qat,2028,NG,341.5725188382344,F
qat,2029,NG,367.90775841356015,F
qat,2030,NG,394.4699277383209,F
kuw,2015,HFO,157.6,F
kuw,2015,diesel,53.353594845090825,F
kuw,2015,NG,400.0,F
kuw,2015,Arablight,27.15,F
kuw,2016,HFO,163.904,F
kuw,2016,diesel,43.67911755329341,F
kuw,2016,NG,440.00000000000006,F
kuw,2016,Arablight,28.236,F
kuw,2017,HFO,157.6,F
kuw,2017,diesel,45.42430036762357,F
kuw,2017,NG,480.0,F
kuw,2017,Arablight,27.15,F
kuw,2018,HFO,160.752,F
kuw,2018,diesel,78.69164679307652,F
kuw,2018,NG,480.0,F
kuw,2018,Arablight,27.692999999999998,F
kuw,2019,NG,757.4138524226178,F
kuw,2020,NG,790.3073356776321,F
kuw,2021,NG,487.25746200000003,F
kuw,2022,NG,405.05472760357526,F
kuw,2023,NG,435.4899602772865,F
kuw,2024,NG,464.6508826102869,F
kuw,2025,NG,495.45261593822727,F
kuw,2026,NG,468.88464348162523,F
kuw,2027,NG,464.56507397551854,F
kuw,2028,NG,452.81630567257866,F
kuw,2029,NG,433.9682705204149,F
kuw,2030,NG,413.78876187875903,F
bah,2015,NG,128.72424337809395,F
bah,2016,NG,137.30862359009438,F
bah,2017,NG,143.03452190963108,F
bah,2018,NG,148.76042022916786,F
bah,2019,NG,155.51082235382887,F
bah,2020,NG,160.74024542135555,F
bah,2021,NG,168.1658939093253,F
bah,2022,NG,158.58031055125608,F
bah,2023,NG,164.59730689329336,F
bah,2024,NG,169.22240144525995,F
bah,2025,NG,174.11514552977323,F
bah,2026,NG,179.28214527596813,F
bah,2027,NG,185.03722279670941,F
bah,2028,NG,192.9871227816487,F
bah,2029,NG,199.19565765598892,F
bah,2030,NG,207.13131759453634,F
omn,2015,NG,281.7467875703302,F
omn,2016,NG,299.50930375081975,F
omn,2017,NG,308.74528164247124,F
omn,2018,NG,320.5869590961301,F
omn,2019,NG,335.1651460664551,F
omn,2020,NG,290.49445832107085,F
omn,2021,NG,202.711642738909,F
omn,2022,NG,194.34487257877677,F
omn,2023,NG,134.51066974092845,F
omn,2023,Coal,95.85031726577634,F
omn,2024,NG,143.3639077055516,F
omn,2024,Coal,97.33431409718803,F
omn,2025,NG,117.31355768890947,F
omn,2025,Coal,91.77571320666848,F
omn,2026,NG,109.47545313671708,F
omn,2026,Coal,90.14810824838054,F
omn,2027,NG,89.28186351616426,F
omn,2027,Coal,83.11619452339158,F
omn,2028,NG,83.46317659350719,F
omn,2028,Coal,80.26964856985069,F
omn,2029,NG,80.69129621207719,F
omn,2029,Coal,79.23722585975244,F
omn,2030,NG,77.52023154874323,F
omn,2030,Coal,78.35167005093604,F
ksa,2015,HFO,390.5919,G
ksa,2015,diesel,451.5337242,G
ksa,2015,NG,1250.51076156,G
ksa,2015,Arablight,1447.5689306011434,G
ksa,2016,HFO,624.94704,G
ksa,2016,diesel,397.349677296,G
ksa,2016,NG,1375.561837716,G
ksa,2016,Arablight,1363.2265429306306,G
ksa,2017,HFO,898.3613699999999,G
ksa,2017,diesel,370.25765384400006,G
ksa,2017,NG,1451.7552292015348,G
ksa,2017,Arablight,937.1815838218831,G
ksa,2018,HFO,1015.5389399999999,G
ksa,2018,diesel,343.165630392,G
ksa,2018,NG,1550.7823877634507,G
ksa,2018,Arablight,834.0287851626106,G
ksa,2019,NG,2455.3628050600832,G
ksa,2019,Arablight,1188.7689090001866,G
ksa,2020,NG,2750.901348696653,G
ksa,2020,Arablight,896.3437072373899,G
ksa,2021,NG,3035.494309429686,G
ksa,2022,NG,3105.3386189213793,G
ksa,2023,NG,3263.729290377566,G
ksa,2024,NG,3450.8449329515506,G
ksa,2025,NG,3625.1497661811627,G
ksa,2026,NG,3796.7019747461263,G
ksa,2027,NG,4000.0296889759798,G
ksa,2028,NG,4225.898268576263,G
ksa,2029,NG,4412.48325976521,G
ksa,2030,NG,4612.857382150322,G
uae,2015,NG,1137.5190043479602,G
uae,2016,NG,1183.7434571153142,G
uae,2017,NG,1245.5594567236342,G
uae,2018,NG,1301.6718033038892,G
uae,2019,NG,1315.330751348986,G
uae,2020,NG,1375.4820676165314,G
uae,2021,NG,701.7405296608713,G
uae,2022,NG,569.9497361666083,G
uae,2022,Coal,120.94433287899524,G
uae,2023,NG,680.1211937160814,G
uae,2023,Coal,50.05536415653959,G
uae,2024,NG,645.4534717011035,G
uae,2024,Coal,119.94282524812387,G
uae,2025,NG,699.0025527033484,G
uae,2025,Coal,120.43661640370345,G
uae,2026,NG,747.9608559180514,G
uae,2026,Coal,120.57711571093157,G
uae,2027,NG,805.6362797712659,G
uae,2027,Coal,118.64252740068699,G
uae,2028,NG,864.4392808612606,G
uae,2028,Arablight,3.7670064682693835e-07,G
uae,2028,Coal,116.65196991333343,G
uae,2029,NG,928.5580512920387,G
uae,2029,Coal,114.42269762509366,G
uae,2030,NG,985.7756702263255,G
uae,2030,Coal,114.16439582605776,G
qat,2015,NG,351.1149814105679,G
qat,2016,NG,376.7647288962918,G
qat,2017,NG,383.9953291320822,G
qat,2018,NG,411.1187483676706,G
qat,2019,NG,386.9214219041318,G
qat,2020,NG,403.34585504369625,G
qat,2021,NG,272.69201052084895,G
qat,2022,NG,280.228358632855,G
qat,2023,NG,302.2206539662529,G
qat,2024,NG,323.7707742734917,G
qat,2025,NG,346.9953821489229,G
qat,2026,NG,370.07878909554665,G
qat,2027,NG,393.33784171667696,G
qat,2028,NG,417.8135631989768,G
qat,2029,NG,444.73475509614457,G
qat,2030,NG,470.34877277290747,G
kuw,2015,HFO,157.6,G
kuw,2015,diesel,53.353594845090825,G
kuw,2015,NG,400.0,G
kuw,2015,Arablight,27.15,G
kuw,2016,HFO,163.904,G
kuw,2016,diesel,43.67911755329341,G
kuw,2016,NG,440.00000000000006,G
kuw,2016,Arablight,28.236,G
kuw,2017,HFO,157.6,G
kuw,2017,diesel,45.42430036762357,G
kuw,2017,NG,480.0,G
kuw,2017,Arablight,27.15,G
kuw,2018,HFO,160.752,G
kuw,2018,diesel,78.69164679307652,G
kuw,2018,NG,480.0,G
kuw,2018,Arablight,27.692999999999998,G
kuw,2019,NG,755.5592230094293,G
kuw,2020,NG,787.4365085585591,G
kuw,2021,NG,495.70953800520846,G
kuw,2022,NG,414.21110813182986,G
kuw,2023,NG,237.22159643753605,G
kuw,2023,Coal,280.21264868191247,G
kuw,2024,NG,239.35188249548162,G
kuw,2024,Coal,320.65769281831535,G
kuw,2025,NG,241.34236820445457,G
kuw,2025,Coal,361.27452321124423,G
kuw,2026,NG,243.45110314618105,G
kuw,2026,Coal,402.32959367614774,G
kuw,2027,NG,245.7304417039254,G
kuw,2027,Coal,449.4231140567409,G
kuw,2028,NG,248.00210125964958,G
kuw,2028,Coal,497.1683669430748,G
kuw,2029,NG,250.44449140074386,G
kuw,2029,Coal,550.905822832342,G
kuw,2030,NG,255.58038992146018,G
kuw,2030,Coal,600.9928447424076,G
bah,2015,NG,128.72424337809395,G
bah,2016,NG,137.30862359009438,G
bah,2017,NG,143.03452190963108,G
bah,2018,NG,148.76042022916786,G
bah,2019,NG,155.9812275686763,G
bah,2020,NG,161.81017369185926,G
bah,2021,NG,169.1694681942572,G
bah,2022,NG,162.26990321109258,G
bah,2023,NG,168.28689956354106,G
bah,2024,NG,172.9119941050368,G
bah,2025,NG,177.8047381893649,G
bah,2026,NG,182.97173793574734,G
bah,2027,NG,188.72681545649314,G
bah,2028,NG,196.67671544143894,G
bah,2029,NG,202.88525031579482,G
bah,2030,NG,210.82091025426226,G
omn,2015,NG,281.7467875703302,G
omn,2016,NG,299.50930375081975,G
omn,2017,NG,308.74528164247124,G
omn,2018,NG,320.5869590961301,G
omn,2019,NG,335.1651460664553,G
omn,2020,NG,290.4944583210709,G
omn,2021,NG,209.30502612081727,G
omn,2022,NG,200.40199568740613,G
omn,2023,NG,45.552881878397876,G
omn,2023,Coal,234.42830589796057,G
omn,2024,NG,47.611886867082575,G
omn,2024,Coal,247.15331745263578,G
omn,2025,NG,50.06510845716907,G
omn,2025,Coal,262.2688962818774,G
omn,2026,NG,52.12260577629781,G
omn,2026,Coal,275.0098233772728,G
omn,2027,NG,51.855569057204974,G
omn,2027,Coal,294.035723653565,G
omn,2028,NG,51.66799905599155,G
omn,2028,Coal,315.87454823033556,G
omn,2029,NG,51.48200126853522,G
omn,2029,Coal,334.76513636044115,G
omn,2030,NG,52.120860568553894,G
omn,2030,Coal,355.3922333495292,G
ksa,2015,HFO,390.5919,H
ksa,2015,diesel,451.5337242,H
ksa,2015,NG,1250.51076156,H
ksa,2015,Arablight,1447.5689306011434,H
ksa,2016,HFO,624.94704,H
ksa,2016,diesel,397.349677296,H
ksa,2016,NG,1375.561837716,H
ksa,2016,Arablight,1363.2265429306306,H
ksa,2017,HFO,898.3613699999999,H
ksa,2017,diesel,370.25765384400006,H
ksa,2017,NG,1451.7552292015348,H
ksa,2017,Arablight,937.1815838218831,H
ksa,2018,HFO,1015.5389399999999,H
ksa,2018,diesel,343.165630392,H
ksa,2018,NG,1550.7823877634507,H
ksa,2018,Arablight,834.0287851626106,H
ksa,2019,NG,2449.928570233625,H
ksa,2019,Arablight,897.3761050746663,H
ksa,2020,NG,2757.419168437275,H
ksa,2020,Arablight,578.0965673259179,H
ksa,2021,NG,3033.8464126894696,H
ksa,2022,NG,3069.1410031554747,H
ksa,2023,NG,3193.0989145844537,H
ksa,2024,NG,3386.14610695737,H
ksa,2025,NG,3555.498406907102,H
ksa,2026,NG,3773.203337436343,H
ksa,2027,NG,3973.394418452667,H
ksa,2028,NG,4185.625666844408,H
ksa,2029,NG,4360.053496538367,H
ksa,2030,NG,4547.976184339979,H
uae,2015,NG,1137.5190043479602,H
uae,2016,NG,1183.7434571153142,H
uae,2017,NG,1245.5594567236342,H
uae,2018,NG,1301.6718033038892,H
uae,2019,NG,1371.2500630633676,H
uae,2020,NG,1439.648215536964,H
uae,2021,NG,610.2679775331943,H
uae,2022,NG,623.4708363917846,H
uae,2022,Coal,31.89604700460414,H
uae,2023,NG,681.1631797146857,H
uae,2023,Coal,23.798699651448377,H
uae,2024,NG,703.7231489244257,H
uae,2024,Coal,45.9485780719296,H
uae,2025,NG,744.5845259425283,H
uae,2025,Coal,45.14534826446592,H
uae,2026,NG,781.2909954580706,H
uae,2026,Coal,44.52701252005509,H
uae,2027,NG,821.9515888060569,H
uae,2027,Coal,40.406284568715705,H
uae,2028,NG,868.882177801001,H
uae,2028,Coal,29.88509154152894,H
uae,2029,NG,927.6206624939705,H
uae,2029,Coal,0.9169611743571147,H
uae,2030,NG,966.07091870126,H
uae,2030,Coal,1.4649147895342542,H
qat,2015,NG,351.1149814105679,H
qat,2016,NG,376.7647288962918,H
qat,2017,NG,383.9953291320822,H
qat,2018,NG,411.1187483676706,H
qat,2019,NG,447.7976568970113,H
qat,2020,NG,479.253527594852,H
qat,2021,NG,161.9779135890808,H
qat,2022,NG,213.2799591395259,H
qat,2023,NG,291.29150751407934,H
qat,2024,NG,304.7821663414746,H
qat,2025,NG,321.73882988925743,H
qat,2026,NG,347.0520625695218,H
qat,2027,NG,364.3077408757759,H
qat,2028,NG,377.71813503233636,H
qat,2029,NG,404.88136396337313,H
qat,2030,NG,433.1114458977771,H
kuw,2015,HFO,157.6,H
kuw,2015,diesel,53.353594845090825,H
kuw,2015,NG,400.0,H
kuw,2015,Arablight,27.15,H
kuw,2016,HFO,163.904,H
kuw,2016,diesel,43.67911755329341,H
kuw,2016,NG,440.00000000000006,H
kuw,2016,Arablight,28.236,H
kuw,2017,HFO,157.6,H
kuw,2017,diesel,45.42430036762357,H
kuw,2017,NG,480.0,H
kuw,2017,Arablight,27.15,H
kuw,2018,HFO,160.752,H
kuw,2018,diesel,78.69164679307652,H
kuw,2018,NG,480.0,H
kuw,2018,Arablight,27.692999999999998,H
kuw,2019,NG,836.6696029793593,H
kuw,2020,NG,871.9174019271206,H
kuw,2021,NG,484.37316353436984,H
kuw,2022,NG,374.1679734420686,H
kuw,2023,NG,404.4262929084532,H
kuw,2024,NG,412.0202657185597,H
kuw,2025,NG,433.63724963567694,H
kuw,2026,NG,412.7059889458135,H
kuw,2027,NG,398.97307608895363,H
kuw,2028,NG,378.17003253055486,H
kuw,2029,NG,330.31169381040564,H
kuw,2030,NG,311.70670210744095,H
bah,2015,NG,128.72424337809395,H
bah,2016,NG,137.30862359009438,H
bah,2017,NG,143.03452190963108,H
bah,2018,NG,148.76042022916786,H
bah,2019,NG,204.19120365638625,H
bah,2020,NG,210.18302763808663,H
bah,2021,NG,217.19657773067505,H
bah,2022,NG,170.77051117600695,H
bah,2023,NG,187.28217722794216,H
bah,2024,NG,195.00514420350527,H
bah,2025,NG,200.9796605229405,H
bah,2026,NG,205.95662462706798,H
bah,2027,NG,210.9332257529852,H
bah,2028,NG,213.17010032295144,H
bah,2029,NG,214.99411173044666,H
bah,2030,NG,218.17023132987325,H
omn,2015,NG,281.7467875703302,H
omn,2016,NG,299.50930375081975,H
omn,2017,NG,308.74528164247124,H
omn,2018,NG,320.5869590961301,H
omn,2019,NG,352.7557827829462,H
omn,2020,NG,309.81219804690545,H
omn,2021,NG,206.0410523988496,H
omn,2022,NG,173.0698313602645,H
omn,2023,NG,117.81350063372754,H
omn,2023,Coal,89.3251646735695,H
omn,2024,NG,126.27306579270959,H
omn,2024,Coal,90.64296862583944,H
omn,2025,NG,105.6654428875106,H
omn,2025,Coal,86.37437465178502,H
omn,2026,NG,99.28631432085896,H
omn,2026,Coal,84.30033418340635,H
omn,2027,NG,87.42213777487244,H
omn,2027,Coal,78.78800519925115,H
omn,2028,NG,80.81171104108152,H
omn,2028,Coal,76.28931300508194,H
omn,2029,NG,59.44761522646057,H
omn,2029,Coal,70.46168952776695,H
omn,2030,NG,57.65333316957852,H
omn,2030,Coal,69.72754764774682,H
